,ID,CREATED_AT,DEVICE_ID,IP_ADDRESS,USER_ID,UUID,EVENT_TYPE,EVENT_PROPERTIES,PLATFORM,DEVICE_TYPE
rec00zBW8Sl810q2n,cfa0860e83a4c3a763a7e62d825349f7,2021-05-25T06:27:31.169Z,9ef0c765d6b38947c8093cbfe783424f,78.198.148.237,2c5bcd5439b4ef5c18609a436559e70a,47e98cb482d179b3c5259738c35e347f,Button Clicked,"{
  ""label"": ""Claim Action"",
  ""questionId"": ""selected_single"",
  ""questionType"": ""SELECT_SINGLE"",
  ""screen"": ""help_claim_step"",
  ""session_id"": 1621931146392,
  ""skip"": true,
  ""stepId"": 2304950
}",iOS,Apple iPhone SE 2nd Gen
rec01JbmPykYz9TzH,d67d8ab4f4c10bf22aa353e27879133c,2021-05-06T09:57:44.058Z,243df3faff47e49550d0c8a9eb906a30,80.214.215.164,e614850c9f96ea1c08e098e7e156fa0d,53d6d44956a1757c402b1317f9be4d50,Viewed profile Screen,"{
  ""session_id"": 1620302243544
}",Android,
rec02mmmFd8FVA368,ed519dacc89b2bead3f453b0b05a4a8b,2021-05-15T10:31:18.791Z,6470df6a560de5c4f8521c654e3e70a5,195.36.207.191,eb53abba5d9c047f416b3fd7ff491349,c8c956ca1e64b242a5822dee529fb67c,Chart Load Ended,"{
  ""label"": ""preview elec"",
  ""screen"": ""protect_door_settings"",
  ""session_id"": 1621081873327
}",Android,Google Pixel 2 XL
rec02vxxDy9epGNT6,aa68c75c4a77c87f97fb686b2f068676,2021-05-11T15:59:40.810Z,061a45ed19d1ef9c871644a544c9b236,77.152.20.45,90aef91f0d9e7c3be322bd7bae41617d,b4b474a2c59c2409562852f5d32c82a1,Notification Received,"{
  ""from_background"": true,
  ""luko_landing_page"": ""DOOR_EVENTS"",
  ""luko_push_type"": ""door_event_start"",
  ""luko_url"": ""luko://protect-door"",
  ""session_id"": 1620755832387
}",Android,
rec04wajrQZUn7iIf,077e29b11be80ab57e1a2ecabb7da330,2021-05-18T09:23:42.483Z,48fef6c2623987e338a97ddf221c54ed,165.169.114.228,8071b4c2068b888519df6f9643433a5b,b312158b372238b41f58d366b4ac7c84,Viewed contract_review Screen,"{
  ""session_id"": 1621336997521,
  ""type"": ""SH""
}",iOS,
rec05GPj1AIqBxqef,0a09c8844ba8f0936c20bd791130d6b6,2021-05-20T05:04:23.814Z,51c84a726499d0e80296780c35925d89,176.130.119.170,88ca57035d308d15c0cf62f3414b3eef,ee8ebceb36efc19b4bbf6197ae3d525f,Viewed profile_paymentsMethod Screen,"{
  ""session_id"": 1621494085380
}",iOS,Apple iPhone 7
rec06rFh6HAcebuOc,f5c3dd7514bf620a1b85450d2ae374b1,2021-05-31T04:53:32.320Z,a993bfd029e08a258903b26e91a4f8a5,88.126.244.73,ab66ba6600d9c4245b3f3c52121a6da5,9ee76da54571046ab8c77d38d1aa5dd5,Chart Load Started,"{
  ""label"": ""preview elec"",
  ""screen"": ""protect_weekly"",
  ""session_id"": 1622444012080
}",Android,
rec07gxIiVgfFnAE4,ac1dd209cbcc5e5d1c6e28598e8cbbe8,2021-05-10T23:53:51.192Z,7bd4fc9e7e33c556ce1d86b882f71ebc,81.64.32.65,e4757a081c2ad63a1ffb0275f7f19219,b13b4100779737289e3c39986766508a,Application Backgrounded,"{
  ""screen"": ""contract_guarantee_detail"",
  ""session_id"": 1620698005475
}",iOS,Apple iPhone XS Max
rec084cMmSJ9O1wMn,98dce83da57b0395e163467c9dae521b,2021-05-23T06:32:58.767Z,48ad39c4071bb6a550b961aa9818eb1c,78.114.88.4,,14e5b62a9235d142391ce7c71e2f71b7,Authorization Requested,"{
  ""label"": ""Audio Recording"",
  ""screen"": ""help_claim_step"",
  ""session_id"": 1621758187242
}",Android,Xiaomi Redmi Note 8 Pro
rec08wsH4PRr5N4vM,1373b284bc381890049e92d324f56de0,2021-05-02T10:21:09.894Z,ec24cf3ef5dc40510a96213bb3dfa3dd,176.148.212.148,ce7d20740ed380b2de84d434af383142,4fb18e5aa8baa2dcfb78cf49007a8ca9,Notification Received,"{
  ""from_background"": true,
  ""luko_landing_page"": ""DOOR_EVENTS"",
  ""luko_push_type"": ""door_event_start"",
  ""luko_url"": ""luko://protect-door"",
  ""screen"": ""protect_door_events"",
  ""session_id"": 1619956525127
}",Android,
rec09dJUm0AZ5kf3K,9f61408e3afb633e50cdf1b20de6f466,2021-05-11T17:20:06.634Z,c513236631b7c7f7020c5911a7f59806,88.161.13.212,5106cad7cd382c408b75bd4f634d0f7c,c92cd7a62c71d5cd2ad71a64dda8a9d3,Application Backgrounded,"{
  ""screen"": ""contract_documents"",
  ""session_id"": 1620760777809
}",iOS,Apple iPhone 12 Pro Max
rec0A31BRDMqwrizl,2bb232c0b13c774965ef8558f0fbd615,2021-05-06T10:51:49.257Z,b92f8af58f7ecd3e3c423707ff18d16e,88.124.55.208,ee7135cf8de13d05a923cf9e3a2de1f1,cf048c8beb622236f051037d6cabf0f4,Application Opened,"{
  ""from_background"": false,
  ""session_id"": 1620305509004
}",Android,
rec0AJBxBHnAcrpHc,8a0e1141fd37fa5b98d5bb769ba1a7cc,2021-05-30T19:25:25.102Z,77ad34bcc04905af38a4549a0072e87a,86.234.198.121,6ae6f5e0e2e090ad91d393562f206c0b,24577a126abd02124c5a2df7cdfdb4d1,Viewed help_request Screen,"{
  ""session_id"": 1622409922736
}",Android,Samsung Galaxy S9
rec0Aup4PSDrhmHNG,9bf31c7ff062936a96d3c8bd1f8f2ff3,2021-05-12T11:56:06.984Z,0a6bb3da3a0db276b9898246aa676ea8,92.95.75.153,c3433e1b5e6679dee756200209490677,8a7904e787f90cf99efddc2d19d77753,Application Backgrounded,"{
  ""screen"": ""profile"",
  ""session_id"": 1620827729109
}",iOS,Apple iPhone XR
rec0BlFgZlfCE8NDl,32bb90e8976aab5298d5da10fe66f21d,2021-05-13T19:47:20.650Z,60b98ac15ba682ddc2ca38b29d9b72c8,193.56.243.64,ccb2690df1e470fe84877788e4ff24de,29ca45fdc479aa7fb03b5757b4cc902f,Application Closed,"{
  ""screen"": ""cover"",
  ""session_id"": 1620941893309
}",Android,
rec0C4Fc5mPPjLomL,556f391937dfd4398cbac35e050a2177,2021-05-09T10:23:00.801Z,115d25849a402acf3e3f05d466a2c3eb,89.157.220.13,ec2dd97b3142e7a0d30517eb57998209,6a534d984f6378a2866fa49fb7c1de56,Application Opened,"{
  ""from_background"": false,
  ""session_id"": 1620562980722
}",Android,OnePlus 5T
rec0D82NpjozDx5ZM,f899139df5e1059396431415e770c6dd,2021-05-07T12:43:55.195Z,3863be4117aace9c95cad0212e11bb21,90.110.210.174,94b21f11c7148f780f842edeee360ddb,52c8d5d36cf76683e05e581bc0ffb058,Viewed help_claim_step Screen,"{
  ""claimType"": ""TrafficAccident"",
  ""questionId"": ""2191588"",
  ""questionType"": ""FORM"",
  ""session_id"": 1620398099588,
  ""stepId"": 2191588
}",Android,Samsung Galaxy S8
rec0DGIgBIPKFjEjh,63dc7ed1010d3c3b8269faf0ba7491d4,2021-05-27T17:56:00.366Z,baa2356b0fb866788c84b3fc3ac8246d,80.215.196.117,e7658bb2b96f04420bcb85904de7ef3c,3433e803d03515cba886bca73f8601a4,Viewed help_request Screen,"{
  ""session_id"": 1622145121011
}",Android,
rec0DPaFupzmBgml5,7f1de29e6da19d22b51c68001e7e0e54,2021-05-21T15:29:14.659Z,766231251230d88c1ee9d2ecf54ee3b5,37.169.49.16,7413069153a0572841568348b478799c,b2503301b7d64b67daaae9589fa74d6e,Viewed help_claim_step Screen,"{
  ""claimType"": ""Other"",
  ""questionId"": ""2291647"",
  ""questionType"": ""FORM"",
  ""session_id"": 1621618072788,
  ""stepId"": 2291647
}",Android,Huawei P20 Pro
rec0FDwNdwwlDvVn8,2a79ea27c279e471f4d180b08d62b00a,2021-05-25T05:53:47.392Z,a42d831df1ad9e53453a5cb77a8c0dbf,80.14.223.156,8f2ba96517924ee3d08ec132c4bad818,0b115631dd4df37e662c4f99e3491c6a,Application Opened,"{
  ""from_background"": true,
  ""screen"": ""help_claim_step"",
  ""session_id"": 1621928773776
}",iOS,Apple iPhone 12 Mini
rec0H8a4mnPPxqxeB,e369853df766fa44e1ed0ff613f563bd,2021-05-24T17:10:55.685Z,617365f9eb8464813f68093b2443787f,93.23.199.28,286313479c3c890d2aebb38af6375722,b9e89e10a35262ae05e8594121766395,Viewed profile Screen,"{
  ""session_id"": 1621883435025
}",iOS,Apple iPhone 6s
rec0K1oMQ2Rq813D6,c16a5320fa475530d9583c34fd356ef5,2021-05-03T16:16:44.249Z,cb7b248b6138d787c0eaa3dac48fc8fa,81.67.204.39,10f411d1739e20647698260c19f752d9,9879fffd30a9c6e5f6e87e92bda88daf,Viewed contract_beneficiaries Screen,"{
  ""session_id"": 1620065765980,
  ""type"": ""HU""
}",iOS,Apple iPhone X
rec0Kix0rzOHHXcQZ,1e6e0a04d20f50967c64dac2d639a577,2021-05-03T13:03:07.077Z,cfdac623ad4ca22103ce69d646f89372,83.159.41.125,4c51f2883846aa0af21c588c539dfd67,ccad511fc517eeaf61c5d5bcef2ab1f0,Banner Viewed,"{
  ""label"": ""error"",
  ""screen"": ""protect"",
  ""session_id"": 1620053393396,
  ""text"": ""Nous n'arrivons pas à charger vos données""
}",Android,Samsung Galaxy A51
rec0LQv88SIFWprZd,ad3019b856147c17e82a5bead782d2a8,2021-05-10T04:01:10.361Z,c892a66efa93373612f927fb3c2da58c,86.252.79.176,1f51aad17234cc2b94132c56f1be825a,572f1cf4eb115a0b60bc2a2fe368d982,Chart Load Ended,"{
  ""label"": ""preview elec"",
  ""screen"": ""protect_weekly"",
  ""session_id"": 1620626448915
}",iOS,Apple iPhone XS
rec0MjpnX1XREzFpp,32bb90e8976aab5298d5da10fe66f21d,2021-05-05T04:39:13.884Z,ead4646239cb83d06e1e0cc3cfe26644,92.184.102.82,9453e74d5030bb8351cdb998b5ac2a65,2cbb1ce0ec40cdb3e8f3bdd870b7e221,Button Clicked,"{
  ""label"": ""Claim Action"",
  ""questionId"": ""selected_single"",
  ""questionType"": ""SELECT_SINGLE"",
  ""screen"": ""help_claim_step"",
  ""session_id"": 1620196496448,
  ""skip"": true,
  ""stepId"": 2171828
}",Android,
rec0NmU9EWbMDnY5T,c7e1249ffc03eb9ded908c236bd1996d,2021-05-27T09:21:04.135Z,e6c344ad9c5ab5c85e58e771075d1d8c,92.184.108.212,da9984d6a3693bda4630d17e502adf50,cf3b3ce9bab89d4f176459ce1737d5da,Viewed cover Screen,"{
  ""session_id"": 1622114463614
}",iOS,Apple iPhone 8 Plus
rec0OLDyzMGdPTFZe,642e92efb79421734881b53e1e1b18b6,2021-05-18T13:35:24.891Z,8c9be3781f2dbdd6bab12f953b596968,91.166.145.2,13fbdc337357ccd04a6221c7f1f6ab84,198ab9bff31cee7b244bb609eb2ad88b,Viewed profile Screen,"{
  ""session_id"": 1621352120196
}",iOS,Apple iPhone XR
rec0OVj0IHmRLIRfn,821fa74b50ba3f7cba1e6c53e8fa6845,2021-05-27T06:26:44.076Z,3e13a64b67a3ba20d0da012cafc4a2b2,37.173.143.35,3daa154a9f9667327e00f23036adfc12,21d91c648e92a562f245ef4bc01ad2b5,Viewed contract_review Screen,"{
  ""session_id"": 1622103821459,
  ""type"": ""HU""
}",iOS,Apple iPhone XR
rec0OhTx7UIIsn5um,35f4a8d465e6e1edc05f3d8ab658c551,2021-05-21T02:19:10.530Z,d681f14213f52c93bfe273f8cecc6ef5,88.126.127.136,e819c1e5761f05ebcf670a60569c3457,e0a6bc85afae217ea8b009dc4e79189b,Viewed help_request Screen,"{
  ""session_id"": 1621570744306
}",Android,
rec0PLkoCpTahgQzU,fc221309746013ac554571fbd180e1c8,2021-05-20T11:01:27.250Z,34208e9c03fa6a504437d40b347fa260,90.63.216.71,dd3868be8bf51a1068b9bd1b25eeb042,bef5c58c13e210ad804ffdbda0ebba08,Application Backgrounded,"{
  ""screen"": ""help_request"",
  ""session_id"": 1621515497302
}",iOS,Apple iPhone 11
rec0PxBZc15ofi2HP,18d8042386b79e2c279fd162df0205c8,2021-05-05T18:44:21.232Z,e0ac9ea99e2ef4d14418c38e1fc51f35,91.169.22.158,6648ad97930b490656909bae83431704,34b09cf9cc63ba2492b55d12879c5bb3,Button Clicked,"{
  ""contractId"": ""LUKO_HU_2112098530"",
  ""label"": ""Contract Item"",
  ""screen"": ""cover"",
  ""session_id"": 1620247458317
}",Android,Samsung Galaxy S20
rec0Q4VnWxyPTcnx2,d1c38a09acc34845c6be3a127a5aacaf,2021-05-14T22:13:27.399Z,695cca91576f4cfd1bb1ac51ed462d98,82.124.129.153,8069cc480d85d45e6f1dbc5645aa2c88,bde5b54b3aec8c23c0030dbf97289d83,Viewed profile Screen,"{
  ""session_id"": 1621037601182
}",Android,
rec0QLZ5unKXHxVa2,76dc611d6ebaafc66cc0879c71b5db5c,2021-05-25T16:44:34.763Z,a3ab0d6bf53fee87ed8c731c936e11d2,90.127.60.78,f42ba0ba9ae0f0c04ff6b0ada0708030,484fac7226a3012980c51bf8193d684e,Application Closed,"{
  ""screen"": ""profile"",
  ""session_id"": 1621967818485
}",iOS,Apple iPhone 7
